"OBJECTID","SCHOOL_NAM","County","X_Coord","Y_Coord"
"10368","KYUMBI","Machakos","37.125077","-1.558548"
"10369","MATHATANI","Machakos","37.152844","-1.496171"
"10370","MLOLONGO","Machakos","36.940672","-1.392234"
"10371","MUTHWANI","Machakos","37.375211","-1.215796"
"10372","NDOVOINI","Machakos","37.30627","-0.87562"
"10373","NGALALYA","Machakos","37.083644","-1.306882"
"10374","NGELANI RANCH","Machakos","37.035769","-1.351786"
"10375","NZOIANI","Machakos","37.10885","-1.39988"
"10376","ST FRANCIS OF ASSISSI","Machakos","37.112777","-1.295449"
"10377","ST PAULS S","Machakos","36.982085","-1.452985"
"10378","WATHIA","Machakos","37.17661","-1.44412"
"10379","IIETUNE","Machakos","37.37719","-1.39741"
"10380","KAKUTHA","Machakos","37.34684","-1.37911"
"10381","KAKUYUNI","Machakos","37.34288","-1.36487"
"10382","KAMANZI S.A","Machakos","37.39192","-1.38751"
"10383","KAMBAI","Machakos","37.36006","-1.32029"
"10384","KAMWANYANI","Machakos","37.34987","-1.40691"
"10385","KANGUNDO AIC","Machakos","37.37493","-1.30937"
"10386","KANGUNDO DEB","Machakos","37.34717","-1.29666"
"10387","KANZALU HILL","Machakos","37.39488","-1.29626"
"10388","KANZOKEA","Machakos","37.34624","-1.311"
"10389","KATHAANA","Machakos","37.28902","-1.32768"
"10390","KATHIINI S.A","Machakos","37.36399","-1.3591"
"10391","KATHITHYAMAA","Machakos","37.33962","-1.27852"
"10392","KATHOME DEB","Machakos","37.36299","-1.38899"
"10393","KAVILINGUNI","Machakos","37.34705","-1.34304"
"10394","KAWAUNI","Machakos","37.39801","-1.31192"
"10395","KAWETHEI HGM","Machakos","37.30725","-1.33891"
"10396","KAWETHEI SA","Machakos","37.31948","-1.34604"
"10397","KIKALU","Machakos","37.31752","-1.36575"
"10398","KIKAMBUANI","Machakos","37.37422","-1.29196"
"10399","KILALANI DEB","Machakos","37.33239","-1.29339"
"10400","KILINDILONI","Machakos","37.38892","-1.34598"
"10401","KINYUNGU","Machakos","37.39981","-1.36536"
"10402","KIOMO","Machakos","37.36049","-1.40989"
"10403","KITHUIANI","Machakos","37.30157","-1.14792"
"10404","KITHUNTHI","Machakos","37.3563","-1.37197"
"10405","KITONGI HGM","Machakos","37.32362","-1.33324"
"10406","KITWII BOYS","Machakos","37.38597","-1.32284"
"10407","KIVI DEB","Machakos","37.37778","-1.35965"
"10408","KIVULUNI","Machakos","37.41234","-1.32023"
"10409","KWA KATHULE","Machakos","37.366498","-1.378106"
"10410","KWA MBALU","Machakos","37.40457","-1.325251"
"10411","KWA MWENZE","Machakos","37.359298","-1.348234"
"10412","KWA MWILILE","Machakos","37.392984","-1.308037"
"10413","KWA NDETO","Machakos","37.314751","-1.320224"
"10414","KWA NDIU","Machakos","37.390664","-1.297022"
"10415","KYAAKA","Machakos","37.34091","-1.34244"
"10416","KYAI","Machakos","37.33175","-1.32104"
"10417","KYELENDU","Machakos","37.38229","-1.27731"
"10418","KYEVALUKI D.E.B","Machakos","37.35594","-1.39676"
"10419","MALATANI","Machakos","37.37979","-1.36568"
"10420","MATITHINI","Machakos","37.39046","-1.378016"
"10421","MATUNGULU AIC","Machakos","37.353467","-1.263227"
"10422","MBUSYANI","Machakos","37.326801","-1.381665"
"10423","MIKOIKONI","Machakos","37.383182","-1.332376"
"10424","MIU ABC","Machakos","37.409725","-1.337196"
"10425","NGOMANI","Machakos","37.37773","-1.3474"
"10426","NGULINI","Machakos","37.36482","-1.33603"
"10427","ST FRANCIS MISYANI","Machakos","37.37234","-1.28651"
"10428","SYANAMU","Machakos","37.32874","-1.35701"
"10429","SYANTHI SA","Machakos","37.30348","-1.30632"
"10430","GENERAL MULINGE","Machakos","37.366596","-1.502851"
"10431","IKOLENI","Machakos","37.305571","-1.507888"
"10432","IMILINI","Machakos","37.3547","-1.438843"
"10433","ISOONI","Machakos","37.330665","-1.459442"
"10434","ISYUKONI","Machakos","37.319295","-1.428012"
"10435","ITHAENI","Machakos","37.358284","-1.467477"
"10436","IVETI","Machakos","37.310851","-1.498387"
"10437","KAANI","Machakos","37.353265","-1.513011"
"10438","KAEWA","Machakos","37.30458","-1.44758"
"10439","KAIANI","Machakos","37.305372","-1.388578"
"10440","KALALA","Machakos","37.360779","-1.530654"
"10441","KALAMBYA","Machakos","37.262667","-1.410252"
"10442","KALIKYA","Machakos","37.262234","-1.374599"
"10443","KALILUNI","Machakos","37.74191","-1.01152"
"10444","KALUNGA","Machakos","37.313823","-1.447431"
"10445","KASOVYA","Machakos","37.260998","-1.418678"
"10446","KATHALANI","Machakos","37.29495","-1.46783"
"10447","KATHUNI","Machakos","37.347582","-1.502627"
"10448","KATULYA","Machakos","37.333292","-1.50019"
"10449","KAUTI","Machakos","37.337085","-1.429398"
"10450","KAVETE","Machakos","37.27848","-1.40109"
"10451","KAVIANI","Machakos","37.30787","-1.47009"
"10452","KIKATA","Machakos","37.29425","-1.417516"
"10453","KIKAWANI","Machakos","37.335425","-1.479482"
"10454","KIKOMBI","Machakos","37.352845","-1.455975"
"10455","KIKUNUANI","Machakos","37.29608","-1.44086"
"10456","KING ONG OI","Machakos","37.259068","-1.391701"
"10457","KISEKINI","Machakos","37.19644","-1.09865"
"10458","KISOVO","Machakos","37.32235","-1.44168"
"10459","KITENGEI","Machakos","37.304363","-1.478547"
"10460","KITHUNGUINI","Machakos","37.336898","-1.488884"
"10461","KITIE","Machakos","37.28559","-1.43368"
"10462","KITULI","Machakos","37.324001","-1.469491"
"10463","KITULU","Machakos","37.270418","-1.400605"
"10464","KITULUNI","Machakos","37.23641","-1.16195"
"10465","KITUVU","Machakos","37.323917","-1.499167"
"10466","KOMA ROCK","Machakos","37.242305","-1.30894"
"10467","KWALE","Machakos","37.264823","-1.354532"
"10468","KWAMUUNDA","Machakos","37.27047","-1.410997"
"10469","KWANGENGI","Machakos","37.289608","-1.405576"
"10470","KWANGOLYA","Machakos","37.30603","-1.45495"
"10471","KWANZIMBI","Machakos","37.67433","-1.03327"
"10472","KYAMWEE","Machakos","37.316906","-1.47433"
"10473","KYULUNI","Machakos","37.43261","-1.37509"
"10474","LUMBWA","Machakos","37.315077","-1.401438"
"10475","MAANZONI","Machakos","37.23189","-1.372722"
"10476","MAKUMBINI","Machakos","37.347787","-1.464363"
"10477","MANG AANI","Machakos","37.285511","-1.454076"
"10478","MATHUNYA","Machakos","37.282402","-1.382789"
"10479","MBUUNI","Machakos","37.356938","-1.488963"
"10480","MITABONI","Machakos","37.251235","-1.373404"
"10481","MITHANGA","Machakos","37.340716","-1.477444"
"10482","MIUMBUNI","Machakos","37.291616","-1.365504"
"10483","MIVANDONI","Machakos","37.302051","-1.39783"
"10484","MUKANYI","Machakos","37.285286","-1.412767"
"10485","MUTONDONI","Machakos","37.282255","-1.44237"
"10486","MUTUMBINI","Machakos","37.318679","-1.492341"
"10487","NGELENI","Machakos","37.292","-1.45495"
"10488","NGIINI","Machakos","37.27246","-1.390231"
"10489","NGOLENI","Machakos","37.288534","-1.393883"
"10490","NTHUNGUNI","Machakos","37.314473","-1.414554"
"10491","NZAIKONI","Machakos","37.31836","-1.45461"
"10492","THINU","Machakos","37.272768","-1.416156"
"10493","YANZONGA","Machakos","37.344302","-1.446969"
"10494","KATHIANI PRIMARY","Machakos","37.66991","-1.49094"
"10495","MITABONI ST.PAULS ACD.","Machakos","37.250876","-1.377699"
"10496","JONAZARIA","Machakos","37.316186","-1.40557"
"10497","A.B.C MITABONI ACADEMY","Machakos","37.247764","-1.375047"
"10498","SILOAM","Machakos","37.329478","-1.408269"
"10499","MUTUNZI ACADEMY","Machakos","37.02695","-1.414712"
"10500","CARMEL NDAUNI","Machakos","37.37851","-1.66793"
"10501","IANZONI","Machakos","37.31202","-1.67608"
"10502","IIANI","Machakos","37.682903","-1.421236"
"10503","IIYUNI","Machakos","37.32773","-1.68313"
"10504","IKOKANI","Machakos","37.276999","-1.494689"
"10505","ILUVYA","Machakos","37.27273","-1.54377"
"10506","IVUMBUNI","Machakos","37.238895","-1.47589"
"10507","IVUTINI","Machakos","37.35798","-1.65217"
"10508","KAATHI","Machakos","37.291418","-1.567582"
"10509","KAKINDUNI","Machakos","37.26736","-1.55531"
"10510","KALAMA","Machakos","37.326","-1.60249"
"10511","KAMUTHANGA","Machakos","37.222969","-1.401391"
"10512","KAMUTHINI","Machakos","37.29575","-1.62007"
"10513","KAMWELENI","Machakos","37.325759","-1.551073"
"10514","KANYONGO","Machakos","37.31199","-1.62555"
"10515","KASAINI","Machakos","37.236312","-1.436338"
"10516","KASEVE","Machakos","37.38877","-0.998"
"10517","KASINGA","Machakos","37.259076","-1.467442"
"10518","KATANGA","Machakos","37.37743","-1.69343"
"10519","KATELEMBO","Machakos","37.199617","-1.541397"
"10520","KATHAAYONI","Machakos","37.27481","-1.5295"
"10521","KATHEKAKAI","Machakos","37.215291","-1.502566"
"10522","KATHESE","Machakos","37.285642","-1.471785"
"10523","KATHIANIONI","Machakos","37.36891","-1.64665"
"10524","KATHIMANI","Machakos","37.162635","-1.496891"
"10525","KATOLONI","Machakos","37.25414","-1.54083"
"10526","KATUMANI","Machakos","37.24215","-1.57647"
"10527","KAVETE","Machakos","37.2785","-1.67717"
"10528","KAVYUNI","Machakos","37.29833","-1.69937"
"10529","KEAA","Machakos","37.242035","-1.388036"
"10530","KIANGINI","Machakos","37.269546","-1.467345"
"10531","KIATUNI","Machakos","37.33969","-1.6449"
"10532","KIIMA KIMWE","Machakos","37.28031","-1.55826"
"10533","KIKUMBO","Machakos","37.35644","-1.66292"
"10534","KIMUA","Machakos","37.20467","-1.444906"
"10535","KIMUTWA","Machakos","37.252228","-1.593263"
"10536","KINOI","Machakos","37.37243","-1.6562"
"10537","KISUENI","Machakos","37.3539","-1.59763"
"10538","KISYANI","Machakos","37.35513","-1.63967"
"10539","KITANGA","Machakos","37.180705","-1.501175"
"10540","KITEINI","Machakos","37.25529","-1.43783"
"10541","KITHIMA","Machakos","37.251161","-1.39923"
"10542","KITITU","Machakos","37.37344","-1.67791"
"10543","KITONYINI","Machakos","37.28371","-1.63908"
"10544","KITULU","Machakos","37.31482","-1.52589"
"10545","KIUU","Machakos","37.35478","-1.6812"
"10546","KIVANDINI","Machakos","37.30738","-1.53489"
"10547","KIVUTINI","Machakos","37.24799","-1.43533"
"10548","KOMBUNI","Machakos","37.36247","-1.68749"
"10549","KONZA","Machakos","37.68567","-1.57247"
"10550","KUSYOMUOMO","Machakos","37.290926","-1.495219"
"10551","KWA KAVOO","Machakos","37.244037","-1.624122"
"10552","KWAKITAA","Machakos","37.238748","-1.40068"
"10553","KYAANI","Machakos","37.209802","-1.389967"
"10554","KYAKITOVE","Machakos","37.38377","-1.6854"
"10555","KYAMBUKO","Machakos","37.295278","-1.520828"
"10556","KYAMUTHINZA","Machakos","37.26471","-1.64948"
"10557","KYANDA","Machakos","37.23132","-1.4617"
"10558","KYANDILI","Machakos","37.374","-1.61983"
"10559","KYANGALA TOWNSHIP","Machakos","37.33514","-1.63082"
"10560","KYANGULI","Machakos","37.251463","-1.462332"
"10561","KYANZASU","Machakos","37.346941","-1.540028"
"10562","KYASILA","Machakos","37.205221","-1.434801"
"10563","KYAVITI","Machakos","37.37881","-1.63863"
"10564","KYEMUTHEKE","Machakos","37.170669","-1.531971"
"10565","KYENI","Machakos","37.29575","-1.54674"
"10566","KYUMBA","Machakos","37.286846","-1.482546"
"10567","LOVE","Machakos","37.26756","-1.57348"
"10568","MACHAKOS","Machakos","37.263415","-1.517684"
"10569","MACHAKOS BAPTIST","Machakos","37.272221","-1.515539"
"10570","MACHAKOS FOR THE DEAF","Machakos","37.26116","-1.52017"
"10571","MAKAKOI","Machakos","37.309805","-1.561937"
"10572","MAKAVETI","Machakos","37.31215","-1.57718"
"10573","MAKYAU","Machakos","37.209442","-1.474178"
"10574","MANGAUNI","Machakos","37.284836","-1.588648"
"10575","MANZA","Machakos","37.25367","-1.49802"
"10576","MASAANI","Machakos","37.278985","-1.61033"
"10577","MBEMBANI","Machakos","37.671254","-1.316703"
"10578","MBEVO","Machakos","37.275774","-1.625434"
"10579","MBUKONI","Machakos","37.266362","-1.456613"
"10580","METUMA","Machakos","37.231129","-1.423685"
"10581","MIKUINI","Machakos","37.322863","-1.514767"
"10582","MIKUYU","Machakos","37.229353","-1.566084"
"10583","MINYALALA","Machakos","37.267953","-1.629193"
"10584","MISAKWANI","Machakos","37.289015","-1.509882"
"10585","MIWANI","Machakos","37.327133","-1.57221"
"10586","MUA FARM","Machakos","37.194513","-1.462069"
"10587","MUNGALA","Machakos","37.269659","-1.484887"
"10588","MUSLIM TOWNSHIP","Machakos","37.262935","-1.519884"
"10589","MUTITUNI","Machakos","37.25056","-1.452854"
"10590","MWANYANI","Machakos","37.295652","-1.540269"
"10591","NGELANI","Machakos","37.250668","-1.422907"
"10592","NGIINI AIC","Machakos","37.27246","-1.390231"
"10593","NGOMENI","Machakos","37.23771","-1.44162"
"10594","NZAINI","Machakos","37.32833","-1.6597"
"10595","ST JOHNS MIAANI","Machakos","37.33839","-1.66436"
"10596","ST MARYS BOYS","Machakos","37.263307","-1.520481"
"10597","ULAANI","Machakos","37.38055","-1.17199"
"10598","VOTA","Machakos","37.206457","-1.575921"
"10599","YAKAMETE","Machakos","37.235615","-1.411732"
"10600","KIVANI PRIMARY","Machakos","37.65353","-1.55305"
"10601","ONE HILL S","Machakos","37.24044","-1.57316"
"10602","ST ANNES JOSTA","Machakos","37.25292","-1.509266"
"10603","VISION JUNIOR","Machakos","37.258088","-1.475487"
"10604","KATUMANI JUNIOR","Machakos","37.240272","-1.57953"
"10605","EENDEI","Machakos","37.81279","-0.94614"
"10606","EKALAKALA","Machakos","37.48431","-0.96783"
"10607","GREEN HILL","Machakos","37.28985","-0.86896"
"10608","IELANTHI","Machakos","37.7908","-1.0895"
"10609","IIANI","Machakos","37.42556","-1.0154"
"10610","IIANI KIVAA PRIMARY","Machakos","37.77555","-0.90207"
"10611","IKATINI","Machakos","37.54486","-1.07067"
"10612","INYANZAA","Machakos","37.76423","-0.99718"
"10613","ISYUKONI","Machakos","37.45626","-0.98823"
"10614","IUUMA","Machakos","37.80018","-0.89806"
"10615","KAKUKU","Machakos","37.47374","-0.92249"
"10616","KALILUNI","Machakos","37.307894","-1.489381"
"10617","KALULUINI","Machakos","37.5867","-1.05448"
"10618","KAMAIMBA","Machakos","37.45024","-0.88067"
"10619","KAMANGULU","Machakos","37.77908","-1.06907"
"10620","KAMUNYU","Machakos","37.743874","-0.843689"
"10621","KAMUTHUMBA","Machakos","37.72098","-0.90629"
"10622","KANG ANG INI","Machakos","37.81511","-0.89346"
"10623","KANGONDE","Machakos","37.67656","-1.07455"
"10624","KANGUU","Machakos","37.68941","-0.9039"
"10625","KANYONGA","Machakos","37.83582","-0.98464"
"10626","KAONYWENI","Machakos","37.74966","-0.9685"
"10627","KASEVE","Machakos","37.33618","-1.51981"
"10628","KASUVILO","Machakos","37.30057","-0.83822"
"10629","KATHIANI","Machakos","37.332923","-1.409357"
"10630","KATHINI","Machakos","37.45845","-0.9464"
"10631","KATHUI","Machakos","37.72404","-0.99999"
"10632","KATHUKINI/ Makutano ecd","Machakos","37.40936","-0.99146"
"10633","KATISAA","Machakos","37.75321","-1.08004"
"10634","KATOTHYA","Machakos","37.60101","-0.93146"
"10635","KATULYE","Machakos","37.28161","-0.81341"
"10636","KATULYE PRIMARY","Machakos","37.55391","-0.92017"
"10637","KAVILILA","Machakos","37.32305","-0.89654"
"10638","KAVWEA","Machakos","37.63397","-1.05302"
"10639","KAWETHEI","Machakos","37.35085","-0.98082"
"10640","KIAMBANI","Machakos","37.7721","-0.87931"
"10641","KIANGENI","Machakos","37.44944","-0.95927"
"10642","KIKOMBA","Machakos","37.3639","-0.968417"
"10643","KIKULE/mwendwa ecd","Machakos","37.53414","-1.07855"
"10644","KIKULE DUPICATE","Machakos","37.40331","-0.93834"
"10645","KIKUMINI","Machakos","37.70051","-0.99888"
"10646","KIKUUNI","Machakos","37.41998","-1.21022"
"10647","KIMUUNI","Machakos","37.674187","-1.273311"
"10648","KISAANI","Machakos","37.71404","-1.413066"
"10649","KISEUNI","Machakos","37.74104","-0.93953"
"10650","KITANGANI","Machakos","37.65639","-1.03799"
"10651","KITHAMBIONI","Machakos","37.73833","-1.04624"
"10652","KITHONI","Machakos","37.71849","-0.8692"
"10653","KITHUIA","Machakos","37.60268","-1.55594"
"10654","KITHYOKO","Machakos","37.83661","-1.04494"
"10655","KITUNENI","Machakos","37.57837","-0.94216"
"10656","KIVAA","Machakos","37.69531","-0.84787"
"10657","KIVANI","Machakos","37.353094","-0.943372"
"10658","KIVUTHI","Machakos","37.65705","-0.94715"
"10659","KIVUTINI","Machakos","37.30787","-0.90005"
"10660","KWA KAINDI","Machakos","37.72071","-1.07122"
"10661","KWA KALUNDE","Machakos","37.54318","-1.03543"
"10662","KWA KATUTA","Machakos","37.62782","-1.00051"
"10663","KWA KYUMBO","Machakos","37.83407","-0.83878"
"10664","KWAMBENGEI","Machakos","37.57673","-1.02597"
"10665","KWAMBOO","Machakos","37.40099","-0.97729"
"10666","KWAMULINGA","Machakos","37.5293","-1.02447"
"10667","KWASUVU","Machakos","37.21461","-1.10041"
"10668","KYAANI","Machakos","37.64231","-1.08337"
"10669","KYAANI M","Machakos","37.67015","-0.89102"
"10670","KYANGOSI","Machakos","37.64332","-0.86091"
"10671","KYONDONI","Machakos","37.79671","-0.8692"
"10672","KYUASINI","Machakos","37.76648","-1.02354"
"10673","LULAMBA","Machakos","37.38235","-0.92292"
"10674","MAKILA","Machakos","37.659971","-1.428661"
"10675","MAKONGENI","Machakos","37.54777","-0.9545"
"10676","MAKUTANO YANDEI","Machakos","37.65365","-0.88143"
"10677","MATEMA","Machakos","37.256449","-0.852795"
"10678","MATHAUTA","Machakos","37.561301","-1.04492"
"10679","MATHENGE","Machakos","37.425717","-0.917365"
"10680","MATHENGETA/Maviani ECDE","Machakos","37.277226","-0.79303"
"10681","MATITHINI","Machakos","37.616007","-1.057117"
"10682","MAVIA MAIU","Machakos","37.54082","-0.966033"
"10683","MBINGONI","Machakos","37.769871","-0.981344"
"10684","MIANGENI","Machakos","37.792157","-0.942031"
"10685","MIKAMENI","Machakos","37.504977","-0.944363"
"10686","MIKUYU","Machakos","37.561921","-1.000633"
"10687","MIKUYUNI","Machakos","37.706387","-1.053941"
"10688","MISEWANI","Machakos","37.604742","-0.987551"
"10689","MUAMBANI","Machakos","37.814692","-0.996873"
"10690","MUKAMENI","Machakos","37.583638","-1.002902"
"10691","MUKAYAUNI","Machakos","37.563534","-1.003658"
"10692","MUKUSU","Machakos","37.642321","-0.913033"
"10693","MUNANDANI","Machakos","37.463738","-0.976684"
"10694","MUSINGINI","Machakos","37.598527","-1.025745"
"10695","MUTEMBUKU","Machakos","37.816422","-0.835277"
"10696","MUTHEMBWA","Machakos","37.828309","-1.015071"
"10697","MUTHESYA","Machakos","37.377634","-0.986551"
"10698","MUTHITHU","Machakos","37.825027","-0.943503"
"10699","MWATUNGO","Machakos","37.819206","-1.063976"
"10700","NDELA","Machakos","37.26482","-0.86524"
"10701","NDELEKENI","Machakos","37.77643","-1.06907"
"10702","NDITHINI","Machakos","37.33344","-0.94414"
"10703","NDOVOINI","Machakos","37.14086","-1.35119"
"10704","NGOMOLA","Machakos","37.80331","-1.10488"
"10705","NGUKEMWE","Machakos","37.571102","-0.914859"
"10706","NZII","Machakos","37.35596","-0.87984"
"10707","NZUKINI","Machakos","37.5066","-0.98745"
"10708","ST MICHAEL","Machakos","37.34462","-0.9619"
"10709","TANA RANCH","Machakos","37.35769","-0.85302"
"10710","THATHA","Machakos","37.78557","-1.01719"
"10711","TULIMYUMBU","Machakos","37.661","-0.98223"
"10712","TUMUTUMU","Machakos","37.29901","-0.8005"
"10713","TWAMAKAA","Machakos","37.73715","-0.91449"
"10714","ULUTYA","Machakos","37.69024","-0.97235"
"10715","UTITHINI","Machakos","37.54793","-1.51839"
"10716","UVAINI","Machakos","37.51263","-1.39511"
"10717","VONDENI","Machakos","37.69725","-0.87881"
"10718","WAMBOO","Machakos","37.52263","-0.93939"
"10719","WENDANO","Machakos","37.49413","-0.97896"
"10720","HAVENTON","Machakos","37.83876","-1.04709"
"10721","KIVAA KINGS","Machakos","37.69538","-0.85529"
"10722","ST PETERS EKALAKALA","Machakos","37.47087","-0.9658"
"10723","ZION","Machakos","37.67217","-0.93899"
"10724","BISHOP KIOKO","Machakos","37.78497","-1.01627"
"10725","GLORY ACADEMY","Machakos","36.971597","-1.458332"
"10726","KAEWA NEWLIGHT","Machakos","37.679366","-0.931597"
"10727","PRIME ACADEMY","Machakos","36.941633","-1.392331"
"10728","ST MARYS MASINGA","Machakos","37.6055","-0.9762"
"10729","DONYO COFFEE","Machakos","37.27166","-1.09643"
"10730","DONYO SABUK","Machakos","37.25239","-1.08318"
"10731","ITETANI","Machakos","37.27164","-1.11397"
"10732","KAKULUTUINI","Machakos","37.562345","-1.160356"
"10733","KALANDINI","Machakos","37.296202","-1.225625"
"10734","KAMBUSU","Machakos","37.36292","-1.2465"
"10735","KANTAFU","Machakos","37.17682","-1.27282"
"10736","KANZALU","Machakos","37.36618","-1.23466"
"10737","KASIONI","Machakos","37.22332","-1.14831"
"10738","KATHEKA ABC","Machakos","37.33451","-1.17536"
"10739","KATHIANI","Machakos","37.22763","-1.18179"
"10740","KATINE HGM","Machakos","37.32066","-1.2859"
"10741","KATINE SA","Machakos","37.30332","-1.2814"
"10742","KATULUNI","Machakos","37.34085","-1.21442"
"10743","KATWANYAA","Machakos","37.34505","-1.2447"
"10744","KAYATA","Machakos","37.33855","-1.12438"
"10745","KIANZABE","Machakos","37.29158","-1.17392"
"10746","KIATINENI","Machakos","37.23151","-1.09978"
"10747","KIKUYUNI","Machakos","37.700261","-1.375018"
"10748","KILIKU","Machakos","37.272545","-1.159161"
"10749","KILULUINI","Machakos","37.23207","-1.29088"
"10750","KINGOTI","Machakos","37.34415","-1.2279"
"10751","KINYUI","Machakos","37.32415","-1.20826"
"10752","KISEKINI","Machakos","37.264509","-1.432423"
"10753","KISITIMANI","Machakos","37.30559","-1.12114"
"10754","KISUKIONI","Machakos","37.26065","-1.22684"
"10755","KITAMBAASYE","Machakos","37.29176","-1.12512"
"10756","KITHAAYONI","Machakos","37.34309","-1.16608"
"10757","KITHUANI","Machakos","37.26182","-1.31836"
"10758","KITULUNI","Machakos","37.347882","-1.460485"
"10759","KOMA RANCH","Machakos","37.11123","-1.26762"
"10760","KOMAHILL KIAMBA","Machakos","37.40383","-1.26383"
"10761","KWA KASIVI","Machakos","37.19097","-1.17403"
"10762","KWA KISINGA","Machakos","37.23868","-1.22877"
"10763","KWALE","Machakos","37.21444","-1.20287"
"10764","KWAMUTU","Machakos","37.29018","-1.10696"
"10765","KWANGII","Machakos","37.26422","-1.26172"
"10766","KWASYOKIMANZA","Machakos","37.686317","-1.454361"
"10767","KWATOMBE","Machakos","37.29153","-1.24541"
"10768","KYAMULENDU","Machakos","37.32454","-1.27423"
"10769","KYAUME","Machakos","37.33641","-1.25878"
"10770","KYEKOYO","Machakos","37.32694","-1.19559"
"10771","KYELENI","Machakos","37.20381","-1.11885"
"10772","KYUMBUNI","Machakos","37.26424","-1.17398"
"10773","MATUNGULU DEB","Machakos","37.334131","-1.235001"
"10774","MATUNGULU ESTATE","Machakos","37.311409","-1.200941"
"10775","MATUU ESTATE","Machakos","37.237784","-1.219884"
"10776","MBIIANI","Machakos","37.158388","-1.308431"
"10777","MILILU","Machakos","37.221637","-1.169072"
"10778","MUKALWA","Machakos","37.316472","-1.235807"
"10779","MWATATI","Machakos","37.369702","-1.261508"
"10780","MWISYANI","Machakos","37.273554","-1.300577"
"10781","NDOVOINI","Machakos","37.19328","-1.22575"
"10782","NDULYA","Machakos","37.22336","-1.08325"
"10783","NGALALYA","Machakos","37.21073","-1.22426"
"10784","NGOMENI","Machakos","37.29121","-1.28552"
"10785","NGULUNI","Machakos","37.26452","-1.30964"
"10786","NGULUNI TOWNSHIP","Machakos","37.28178","-1.27856"
"10787","NGUNGA","Machakos","37.33554","-1.15416"
"10788","NZAMBANI","Machakos","37.22998","-1.12831"
"10789","SENGANI","Machakos","37.32063","-1.25303"
"10790","SYANTHI HGM","Machakos","37.29883","-1.30121"
"10791","SYUMBUNI","Machakos","37.21289","-1.1281"
"10792","TALA SA PRIMARY","Machakos","37.28427","-1.27597"
"10793","TALA BOYS PRIMARY","Machakos","37.31358","-1.26606"
"10794","TALA GIRLS","Machakos","37.30343","-1.27125"
"10795","TALA TOWNSHIP","Machakos","37.32391","-1.26686"
"10796","UAMANI","Machakos","37.34583","-1.25078"
"10797","UTOONI","Machakos","37.28177","-1.312"
"10798","DARUBINI","Machakos","37.2497","-1.0806"
"10799","KALANDINI JUNIOR","Machakos","37.29434","-1.21998"
"10800","KANGUNDO JUNIOR AC","Machakos","37.32581","-1.26834"
"10801","LAVERNA","Machakos","37.24493","-1.09245"
"10802","MUKALWA JUNIOR","Machakos","37.316013","-1.232927"
"10803","NGULUNI COUNTRYSIDE","Machakos","37.2806","-1.25972"
"10804","NICE VIEW","Machakos","37.30485","-1.26924"
"10805","SAN DAMIANO BOARDING","Machakos","37.24302","-1.0899"
"10806","TALA ACADEMY","Machakos","37.32607","-1.26817"
"10807","EMBUI","Machakos","37.49506","-1.40391"
"10808","ETIKONI","Machakos","37.40025","-1.21739"
"10809","IIANI","Machakos","37.49603","-1.3598"
"10810","IIANI","Machakos","37.54641","-1.47305"
"10811","IIANI B","Machakos","37.39648","-1.462626"
"10812","IKALAASA","Machakos","37.66962","-1.53141"
"10813","IKUMINI","Machakos","37.48825","-1.2891"
"10814","ILINGE","Machakos","37.415763","-1.423205"
"10815","ITHEMBONI","Machakos","37.53067","-1.52138"
"10816","ITUMBINI","Machakos","37.46321","-1.3572"
"10817","KABAA","Machakos","37.44182","-1.23205"
"10818","KAITHA","Machakos","37.5853","-1.36189"
"10819","KALAU","Machakos","37.42221","-1.26892"
"10820","KALIA KUNDU","Machakos","37.43122","-1.27718"
"10821","KALIAMBEU","Machakos","37.50765","-1.44429"
"10822","KAMBITI","Machakos","37.57119","-1.38828"
"10823","KAMUYA","Machakos","37.44592","-1.28979"
"10824","KANDUMBU","Machakos","37.46822","-1.32734"
"10825","KANGII","Machakos","37.52704","-1.32384"
"10826","KANGONDI","Machakos","37.389044","-1.433675"
"10827","KASENGELA","Machakos","37.71337","-1.59613"
"10828","KASOLONGO","Machakos","37.39707","-1.50617"
"10829","KATHAMA AIC","Machakos","37.41371","-1.43653"
"10830","KATHAMA DEB","Machakos","37.38895","-1.20538"
"10831","AIC KATHEKA","Machakos","37.394138","-1.401015"
"10832","KATHEKA' A'","Machakos","37.385221","-1.413677"
"10833","KATHEKA B","Machakos","37.393799","-1.412762"
"10834","KATHIANI","Machakos","37.62002","-0.87233"
"10835","KATHUKI AIC","Machakos","37.369737","-1.441744"
"10836","KAVUMBU ABC","Machakos","37.42673","-1.52031"
"10837","KAVUNYU","Machakos","37.41541","-1.38015"
"10838","KAWAA","Machakos","37.46012","-1.45221"
"10839","KIBAU","Machakos","37.43127","-1.34702"
"10840","KIKASO","Machakos","37.60578","-1.49448"
"10841","KIKELENZU","Machakos","37.42889","-1.48772"
"10842","KIKULUMI","Machakos","37.5986","-1.52443"
"10843","KIKUUMINI ECDE","Machakos","37.65864","-1.57131"
"10844","KIKUUNI","Machakos","37.77805","-0.85527"
"10845","KILAATU","Machakos","37.5915","-1.37644"
"10846","KILALA HGH PRIMARY","Machakos","37.637004","-1.574377"
"10847","AIC KIMUUNI","Machakos","37.45255","-1.24447"
